,정당,시도명,시군구,이름,직업,나이,생일,교육,커리어,득표율,선거명,날짜
2151,민주당,전라남도,무안군,최옥현,사)한국여성유권자연맹 전남연맹부회장,55,19540705,전남대학교 졸업,현)목포시평생학습문해강사협의회회장,0,기초의원비례대표선거,20100602
2152,민주당,전라남도,영광군,양순자,영광군 문화해설사,49,19610403,서강정보대학 건설토목학부 토목환경전공 졸업,(현)민주당영광군지역위원회 여성부위원장,0,기초의원비례대표선거,20100602
2153,민주당,전라남도,함평군,최옥정,정당인,51,19581030,목포정명여자고등학교졸업,현)민주당함평군지역위원회대동면여성협의회장,0,기초의원비례대표선거,20100602
2154,민주당,전라남도,신안군,윤인자,농업,59,19510127,목포과학대학 졸업,"(현)민주당(무안,신안)지역위원회 여성위원장",0,기초의원비례대표선거,20100602
2155,한나라당,경상북도,포항시,차동찬,포항원광보은원 원장,52,19580501,경운대학교 아동사회복지학부졸업,현)노인요양시설 원광보은원 원장,0,기초의원비례대표선거,20100602
2156,한나라당,경상북도,포항시,강학중,한국노총 포항지역지부 의장,52,19580415,안강고등학교졸업,전) 포항시의회4.5대시의원,0,기초의원비례대표선거,20100602
2157,한나라당,경상북도,포항시,임영숙,정당인,46,19630705,동국대학교 사회과학대학원 사회복지학 석사,전)포항시의회 4.5대의원,0,기초의원비례대표선거,20100602
2158,민주당,경상북도,포항시,공영자,정당인,53,19570215,미기재,현) (사)전국소상공인협회 포항지부 상임부회장,0,기초의원비례대표선거,20100602
2159,한나라당,경상북도,울릉군,이연주,무직,58,19511106,대경대학 행정학과 졸업,(현)한국부인회울릉군지회장,0,기초의원비례대표선거,20100602
2160,한나라당,경상북도,경주시,이옥희,청소년 보건교육강사,58,19520220,춘해보건대학 간호과 졸업,(현) 한나라당 경북도당 여성위원회 부위원장,0,기초의원비례대표선거,20100602
2161,한나라당,경상북도,경주시,박귀룡,경북장애인자립센터 센터장,49,19601114,위덕대학교 사회복지대학원 사회복지학과 석사,(현)경북지체장애인협회 경주시 지회장,0,기초의원비례대표선거,20100602
2162,민주당,경상북도,경주시,정복희,농장경영,50,19591006,영남대학교 공업화학과 졸업,(전) 대구 오성중학교 교사,0,기초의원비례대표선거,20100602
2163,한나라당,경상북도,김천시,강순옥,정당인,50,19591220,경산1대학졸업,현)김천농협비상임이사,0,기초의원비례대표선거,20100602
2164,한나라당,경상북도,김천시,서정희,김천시의원,55,19540817,금릉고등학교졸업,현)한나라당국민공감위위원,0,기초의원비례대표선거,20100602
2165,한나라당,경상북도,안동시,천진숙,정당인,48,19610615,가톨릭상지대학 사회복지과 2년 재학,현)안동시당원협의회 여성국장,0,기초의원비례대표선거,20100602
2166,친박연합,경상북도,안동시,이귀분,사회복지사업,47,19630209,가톨릭상지대학 경영과 졸업,현)대한적십자사 안동시협의회 총무국장,0,기초의원비례대표선거,20100602
2167,한나라당,경상북도,구미시,박주연,정당인,38,19710920,구미여자상업고등학교 졸업,현) 국회의원김성조여성부장,0,기초의원비례대표선거,20100602
2168,민주당,경상북도,구미시,김정미,강사,38,19711001,구미1대학 음악과 졸업,전) 드림피아노학원대표,0,기초의원비례대표선거,20100602
2169,친박연합,경상북도,구미시,김춘남,주부,46,19631029,경일여자상업고등학교 졸업,전) 한나라당여성부장(구미),0,기초의원비례대표선거,20100602
2170,한나라당,경상북도,영주시,김희자,무직,65,19450420,영남대학교 교육대학원 졸업(교육학석사),전) 봉화초등학교 교장,0,기초의원비례대표선거,20100602
2171,친박연합,경상북도,영주시,김병기,정당인,51,19580909,무학,현) 친박연합 경상북도당 사무처장,0,기초의원비례대표선거,20100602
2172,한나라당,경상북도,영천시,전묘순,BPW(전문직여성) 영천클럽 회장,60,19491016,대구가톨릭대학교 사회복지대학원 사회복지학과 졸업(석사),(전)영천농협 상무,0,기초의원비례대표선거,20100602
2173,한나라당,경상북도,영천시,정낙온,축산업,43,19670108,상주농업전문대학 원예과 졸업,(현)영천축협 이사,0,기초의원비례대표선거,20100602
2174,한나라당,경상북도,상주시,권오필,상주새누리곶감 대표,53,19570114,방송통신대학교 1학년 재학,전)상주시상담자원봉사자연합회 회장,0,기초의원비례대표선거,20100602
2175,미래연합,경상북도,상주시,신순단,경북대 상주캠퍼스외래강사,43,19660617,상주대학교 산업대학원 의상디자인과 졸업(이학석사),미래연합경상북도당상주시여성회장,0,기초의원비례대표선거,20100602
2176,한나라당,경상북도,문경시,김휘숙,정당인,62,19480127,영남대학교 교육대학원 졸업,전) 영주교육청 장학관,0,기초의원비례대표선거,20100602
2177,한나라당,경상북도,예천군,권점숙,상업,63,19461224,안동교육대학 졸업,현)경북통일교육위원,0,기초의원비례대표선거,20100602
2178,한나라당,경상북도,경산시,허순옥,정당인,43,19661015,영천 영창중학교 졸업,한나라당 경산당협 여성부장,0,기초의원비례대표선거,20100602
2179,민주노동당,경상북도,경산시,박정애,사회복지사,44,19660323,경북대학교 인문대학 사학과 졸업,현)경산여성농민회 사무국장,0,기초의원비례대표선거,20100602
2180,한나라당,경상북도,청도군,이낭희,신흥주유소 대표,54,19550815,경동정보대학 경영정보과(현.경산1대학) 졸업,현)민주평화통일자문회의회원,0,기초의원비례대표선거,20100602
2181,한나라당,경상북도,고령군,김외순,요양보호사,52,19570624,성덕대학 노인요양재활과 2학년 재학중,(전)생활개선회면회장,0,기초의원비례대표선거,20100602
2182,한나라당,경상북도,성주군,이화숙,자영업,48,19611212,경북과학대학 졸업,현)사단법인 전국주부교실부회장,0,기초의원비례대표선거,20100602
2183,한나라당,경상북도,칠곡군,도영순,자영업,48,19610702,경북과학대학 2년재학중,(현)한나라당고령성주칠곡자원봉사위원회위원장,0,기초의원비례대표선거,20100602
2184,한나라당,경상북도,군위군,김정애,군위군의회의원,53,19560708,부산여자전문학교 도서관과 졸,한나라당 군위군여성부위원장,0,기초의원비례대표선거,20100602
2185,한나라당,경상북도,의성군,황이숙,농업인,50,19591207,다인종합고등학교(다인정보고등학교) 2학년 중퇴,(전)여성농업인 의성군 회장,0,기초의원비례대표선거,20100602
2186,민주당,경상북도,의성군,정숙희,정당인,44,19651215,한성대학교 부동산대학원 부동산평가전공 재학,(주)매일교역 무역부(전),0,기초의원비례대표선거,20100602
2187,한나라당,경상북도,청송군,박태자,자영업,51,19581119,안동초등학교졸업,한나라당청송군여성위원장,0,기초의원비례대표선거,20100602
2188,한나라당,경상북도,영양군,김찬술,주부,52,19580104,안동고등학교 부설 방송통신고등학교 3학년 재학중,(전)영양군생활개선회 회장,0,기초의원비례대표선거,20100602
2189,한나라당,경상북도,영덕군,김미자,자영업,54,19560413,계명대학교 영어영문학과 졸업,현)경북도당 여성위원회 부위원장,0,기초의원비례대표선거,20100602
2190,한나라당,경상북도,봉화군,채영화,주부,57,19520702,영주여자중학교 제적(2년),현)봉화군 여성단체 협의회장,0,기초의원비례대표선거,20100602
2191,한나라당,경상북도,울진군,백정례,무,43,19661215,평해공업고등학교졸업,(전)울진남부초등학교운영위원장,0,기초의원비례대표선거,20100602
2192,한나라당,경상남도,창원시,홍성실,주부,54,19551128,마산대학 아동학부 졸업,現 경상남도 걸스카웃연맹 이사,0,기초의원비례대표선거,20100602
2193,한나라당,경상남도,창원시,심재양,농업,53,19570525,진주산업대 산업대학원 식물자원학과 졸업,現 농업경영인 경상남도연합회 사업부회장,0,기초의원비례대표선거,20100602
2194,민주노동당,경상남도,창원시,최미니,정당인,39,19701213,창원전문대 아동청소년복지과 1년 휴학,(전)창원시위원회 중앙대의원,0,기초의원비례대표선거,20100602
2195,한나라당,경상남도,창원시,김윤희,삼진주유소 소장,49,19600822,숙명여자대학교 사학과 졸업,現진동면 생활개선회 감사,0,기초의원비례대표선거,20100602
2196,한나라당,경상남도,창원시,심경희,안홍준국회의원사무실 여성부장,52,19571106,이화여자대학교 사회생활학과 졸업,現마산(을)안홍준 국회의원실 여성부장,0,기초의원비례대표선거,20100602
2197,민주당,경상남도,창원시,조재영,자영업 대표,44,19650930,경남대학교 사학과 졸업,경남대학교 총동창회부회장,0,기초의원비례대표선거,20100602
2198,한나라당,경상남도,진주시,강길선,명석어린이집 원장,47,19630511,진주산업대학교 대학원 아동복지학과 졸업,現진주보건대학 의약복지 정보계열겸임강사,0,기초의원비례대표선거,20100602
2199,민주노동당,경상남도,진주시,김경애,정당인,40,19700115,삼현여자고등학교 졸업,(전) 민주노동당 중앙위원,0,기초의원비례대표선거,20100602
2200,한나라당,경상남도,창원시,박순애,김학송국회의원사무실 여성부장,57,19530130,경기대학교 국어국문과 졸업,전)진해재활원자원봉사팀장,0,기초의원비례대표선거,20100602
2201,민주당,경상남도,창원시,이해련,자영업,50,19590620,경남대학교 교육대학원 교육학과 미술교육전공,진해여고총동창회 사무처장,0,기초의원비례대표선거,20100602
2202,한나라당,경상남도,통영시,이지연,주부,49,19610310,중앙대학교 공예학과 졸업,現통영예술의향기(통영문화예술인기념사업회 회장),0,기초의원비례대표선거,20100602
2203,민주노동당,경상남도,통영시,한점순,회사원,35,19750520,통영여자고등학교 졸업,민주노동당 통영시위원회 여성부위원장,0,기초의원비례대표선거,20100602
2204,한나라당,경상남도,고성군,유두옥,농업,58,19520215,삼천포여자중학교 졸업,現 한국여성유권자연맹 고성군회장,0,기초의원비례대표선거,20100602
2205,한나라당,경상남도,사천시,조성자,무직,63,19470410,진주교육대학 체육학과 졸업,전) 경상남도교원단체총연합회 부회장,0,기초의원비례대표선거,20100602
