"ID","용역명","용역기간(시작)","용역기간(끝)","용역기관","필요성","연구개요"
"7358","체비지 관리 및 합리적 운영방안 연구 용역","2014-03-27","2015-02-13","서울연구원","○ 체비지의 각종 요구사항에 대한 정확한 테이터 필요    - 용도별 점유자별 점유자의 건물 형태 사용용도 등 정확한 테이터가 없어      각종 요구사항에 대한 즉각적인 대응이 곤란하여 구체적인 데이터를 구축할 필요가 있음. ○ 서울시 차원의 합리적인 대응방안과 분야별 세부전략 마련 필요    - 체비지상에 점유하고 있는 자치구 국가기관(경찰청 교육청 등) 개인 사유     건물 등에 대하여 분야별 합리적인 세부적인 대응 방안을 마련 필요   - 현황도로 공원 등 공공용지에 대한 처리방안 마련 필요","○ 연구기관 : 서울연구원 (수의계약)   ○ 연구기간 : 10개월 (2014. 3월 ~ 12월)  ○ 연구내용 :    - 체비지 현황 및 정밀실태조사 및 관리카드 작성    - 자치구 경찰청 교육청 사유건물 체비지 점유에 대한 처리방향 제시   - 재산승계 및 무상양여 등 자치구 요구사항에 대한 가이드라인 제시"
"7997","백년을 바라보는 서울대공원 비전수립 연구용역","2014-03-25","2014-11-30","서울연구원","개원이후 전반적인 시설노후 및 최신 컨텐츠 부족으로 인한 시민요구 미 충족등 문제점 발생으로 개선방향 마련 필요","서울대공원 현황 및 기존연구 해외사례분석을 통한 우리시 비전과 컨텐츠를 반영한 미래비전 안 제시"
"6565","서울특별시 도시?주거환경정비 기본계획[도시환경정비사업부문] 재정비 학술용역","2014-03-24","2015-12-31","한국도시설계학회+(주)수성+(주)아키플랜","ㅇ 법정 재정비 시기 도래와 변화된 사회문화경제적 여건 등을 고려하여 기존 기본계획의 기본방향     정비(예정)구역지정 정비수법 정비기반시설 계획 밀도계획 용적률인센티브 유도지침 등의     타당성분석을 통하여 개선방안 마련 ㅇ 사대문안 도심부 정체성 회복과 역세권중심의 지역경제 활성화 도모 등의 정책 실현","ㅇ 용역범위 : 도심 마포 부도심 지역중심 및 주요역세권지역 등 ㅇ 시행방법 : 학술용역(기술용역 포함) ㅇ 소요예산 : 1000백만원(연차별투자계획 '13년 500백만원 '14년 500백만원) ㅇ 계약방법 : 일반경쟁입찰(협상에 의한 계약)"
"7498","서울시 도시텃밭 모델 개발 연구용역","2014-03-14","2014-06-13","서울시립대학교산학협련단","○ 서울시 도시농업의 발전과 활성화를 위한 창의적 프로그램 개발로 자발적인 생활녹화와 안전한 먹거리 생산을 통해 공동체 회복과 생산적 여가활동에 더하여 도시 미적 환경을 조성하기 위한 도시텃밭 모델의 필요성이 제기됨 ○ 이에 서울시의 도시농업의 특성을 반영한 도시텃밭의 구체적 실현을 위한 도시텃밭 모델 개발 연구용역 시행","○ 연구기관 : 미정(공개경쟁입찰로 결정) ○ 연구기간 : 3개월(2014.3월 ~ 5월) ○ 연구내용 - 서울시 도시농업의 특성을 반영한 도시텃밭 모델 개발 - 도시인의 건강과 시민간의 소통 실현을 위한 도시텃밭 모델 개발 - 공동주택(APT) 도시농업 실현을 위한 도시텃밭 모델 개발 - 도시 환경개선을 위한 도시텃밭 모델 개발"
"7218","2단계 수도권 대기환경관리 서울시 시행계획 수립 연구","2014-03-12","2015-01-13","(재)서울연구원","○선진 외국도시에 비해 PM-10 수준은 여전히 높게 나타나고 있을 뿐만 아니라 초미세먼지(PM-2.5)에 대한 건강위해성 관심 고조 이산화질소 및 오존 오염도 개선 등 대기환경 관리의 다변화 요구 증대  ○「수도권 대기환경개선에 관한 특별법」에 의한 환경부와 수도권 3개 시?도가 공동으로 마련 ’06년부터 시행한 1단계 기본계획 및 시행계획의 목표연도가 ’14년 종료됨에 따라 환경부에서 2단계 기본계획 수립(’13년)  ○ 이에 따라 ’14년에 서울시 특성에 맞는 대기환경관리 시행계획 마련 필요","○「수도권 대기환경개선에 관한 특별법」제9조 및 동법 시행규칙 제6조의 규정에 의해 수도권 대기환경관리 2단계 기본계획의 시행을 위한 서울시 세부 추진계획 수립  ○수도권 대기환경관리 대기환경개선의 목표 배출원별 대기오염물질 배출량 및 대기오염도의 현황과 전망 대기오염물질 배출원별 배출허용총량 저감계획 등 시민건강 피해 영향을 최소화하기 위한 구체적인 실천방안 제시"
"7250","서울특별시 수질 및 수생태계 보전계획 수립 연구","2014-02-25","2015-04-30","서울연구원","○ 「수질 및 수생태계 보전에 관한 법률」 에 의거 물환경관리 기본계획 및 한강서울?한강고양 중권역 물환경관리계획의 정책방향에 따라 서울시에 포함된 소권역별로 수질 및 수생태계 보전계획을 수립하기 위함.","○ 과 업 명 : 서울특별시 수질 및 수생태계 보전계획 수립 연구 ○ 과업기간 : 2014. 2. ? 2014. 11월 (계약일로부터 10개월) ○ 수행기관 : 서울연구원 ○ 연구범위 : 서울특별시 4개 권역(중랑천 탄천 홍제천 안양천권역) ○ 주요연구내용    - 수질 및 수생태계 현황 및 평가    - 오염원 발생 및 배출부하 현황 및 예측    - 장래 수질 예측    - 수질 및 수생태계 보전 목표 설정(하천별 목표수질 설정 포함)    - 추진전략 및 단위사업 내역"
"7437","자원회수시설 주변 주민건강영향조사 연구용역(4단계 2차년도 사업)","2014-01-22","2014-11-22","연세대학교 산학협력단(환경공해연구소)","○ 공신력 있는 전문기관에서 장기 연구를 위한 코호트(연구집단)를 구성하여 지속적으로 인체와 환경의     영향을 모니터링 필요 ○ 국내의 자원회수시설로 인한 인체와 환경 모니터링의 자료가 전무한 현실에서 객관성 있는 국내자료의    양산 및 구축이 필요  ○ 이 자료들을 커뮤니케이션의 도구로 활용함으로써 주민들의 불안 및 불만을 해소하고 객관적 자료를     바탕으로 함으로써 서울시 정책의 근간자료로 활용","○ 자원회수시설로 인한 환경영향 인체영향 건강영향 등을 객관적으로 평가하기 위해 대기 오염도조사      혈중다이옥신 및 중금속조사 건강검진 설문조사 등을 자원회수시설 지역주민 등을 대상으로 실시함"
"8097","서울시 중장기 가족정책 수립을 위한 연구용역","2014-01-01","2014-12-31","서울시여성가족재단","○사회&#8231;경제적 변화에 따른 서울시 가족형태의 다양성 증가   - 혼인율 저하 이혼?재혼 증가 저성장?저고용 증대 등에 의해 1인?맞벌이? 한부모?수정확대가족 증가 등 다양해지는 가족형태별 정책 지원 필요      - 이혼 가정폭력 등 가족해체 요인을 예방적 차원에서 접근한 맞춤형 가족정책 개발 필요  ○장기적 가족정책의 부재와 가족정책사업 발굴 및 추진 필요   - 기존의 사후적?분절적인 가족정책 수립과 지원의 한계점 내포   - 생애주기별 가족유형별 각 단계와 개별 가족구성원의 특성이 반영된 수요자 중심의 미래지향적 가족정책 수립 필요 ○다양한 시민?관련단체 참여를 통한 의견수렴과 합의과정 필요","○연구기관 : 서울시 여성가족재단(수의계약) ○연구기간 : 5개월(2013.2월 ~ 7월) ○연구내용   - 가족유형별?가족주기별 생활실태 및 정책요구 조사?분석   - 새로운 가족형태에 대응하는 정책 개발   - 가족정책 수립 및 정책수행 기반 체계 구축   - 시민?전문가 의견 수렴 방안 구축   - 새로운 가족 현상에 따른 전문가 양성 및 일자리 창출"
"7697","침수주택 항구적 대책 마련과 임대주택 확보를 위한 지하 및 반지하주택 주거환경개선","2013-12-23","2014-10-18","홍익대학교 세종캠퍼스 산학협력단","지하 및 반지하 침수주택에 대한 항구적 대책 마련과 임대주택 확보를 위한 사업 가능성 및 기본구상 수립을 위해 학술용역 시행 필요","침수주택 항구적 대책 마련 및 임대주택 확보를 통한 지하/반지하주택 주거환경개선을 통한 서민주거안정 기여"
"7877","기후변화 대응을 위한 서울시 친환경자동차 보급계획 수립 연구","2013-12-19","2014-10-13","서울연구원","○ 서울시 승용차 부문의 수단분담율은 25.9%에 불과하나 온실가스 분담율은  55.4%로 높고     전체 대기오염물질 중 도로이동오염원에 의해 61.5%가 배출되고 있어 기후변화 및 도시환경문제를     해결하기 위해서는 체계적인 친환경자동차 보급 확대 정책이 필요함    ⇒ 도시교통본부에서 발표한 『서울 교통비젼 2030(’13.5.)』에서도 대중교통수단의 무배출화 추진 등        친환경자동차 확대 보급을 요구하고 있는 상황 ○ 한정된 재원이 투자되는 친환경자동차의 효과적이고 효율적 보급을 위해서는 서울시 교통여건     기술개발 수준 투자 대비 효과 등을 감안한 중장기적 관점에서의 전략적 접근을 요구됨    ※‘14년 예산 심의 시“시장지시(’13.10월)”: 친환경자동차 확대 보급 로드맵 수립        - 친환경교통에 대한 종합계획이 수립되지 않았으므로‘14년도는 로드맵을 준비하는 기간으로         선정하고 예산 본격 투자는 15년부터 이루어지도록 준비","○ 서울시는 2009년부터 온실가스와 대기오염 배출량이 적은 친환경자동차(그린카) 보급사업을 추진하고     있으나 정부의 테스트 베드 역할 수준으로 추진 중으로 최근 자동차 기술 및 청정연료 기술개발     추세 등을 감안한 중장기적 로드맵 수립이 필요한 실정임    ⇒ 서울시 승용차 부문의 수단분담율은 25.9%에 불과하나 온실가스 분담율은 55.4%로 높고        전체 대기오염물질 중 도로이동오염원에 의해 61.5%가 배출되고 있어 시민 건강을 위협하는        주요 원인임. 이를 해결하기 위해서는 친환경자동차의 보급 확대 정책이 절실히 요구되고 있는        상황임 ○ 서울시 운행 친환경자동차(하이브리드 전기차 등) 보급현황 진단?평가 및 친환경자동차 보급 여건을    분석하여 친환경자동차 확대 보급 로드맵 수립?추진 ○ 국내외 친환경자동차 시장의 기술개발 수준 및 동향 서울시 여건 교통비젼 등을 종합적으로 반영한    보급계획 수립&#8228;추진으로 온실가스 저감 및 대기질을 개선함"
"7897","산림 내 누수식 생태보 안정성 검증연구용역","2013-12-18","2014-03-07","(사단법인)한국지반공학회","○ 매년 설치하여온 누수식 생태보에 대한 안정성 검증을 통한 재난 사전예방 ○ 생태보 설치 설계기준 마련을 통한 확대 설치 ○ 생태보 확대설치를 통한 산림토양의 건천화 방지 및 생물서식 공간 조성","○ 연구기관 : (사)한국지반공학회 (수의계약)   ○ 연구기간 : 계약일로부터 80일   ○ 연구내용        - 전체 유역면적 300000㎡에 대한 지질조사      - 기준규격의 누수식 생태보에 대한  토질실험 전도 지지력 등 안정성 검토      - 호우로 인한 토석류 유입 시 생태보에 가해지는 동적하중 산정 및 응력 검토    - 주어진 조건하에 견딜 수 있는 누수식 생태보의 높이 산정 등"
"7857","서울지역 사업장 및 생활악취 배출원 관리방안 마련을 위한 연구용역","2013-12-16","2015-01-29","(주)일신종합환경","악취배출시설 및 생활악취 배출원에서 악취민원이 빈번하게 발생하고 있어 이에 대한 분석 및 관리방안 마련이 필요하고 국내외 악취저감기술 조사 및 운영사례 분석을 통하여 2012년 개발한 악취저감 장치의 활용방안 마련하여 서울시 생활악취관리 정책수립에 활용하고자 함","서울지역의 배출원 현황 등 실태조사를 통하여 사업장 및 생활악취 배출사업장의 효율적인 악취저감 방안을 도출 서울시 악취관리정책 수립에 활용하고자 학술연구용역으로 추진 필요"
